Container: container_1649687236961_0265_01_000006 on dbg12:42025
LogAggregationType: LOCAL
================================================================
LogType:syslog_attempt_1649687236961_0265_1_05_000003_0
LogLastModifiedTime:Sat Apr 23 13:32:47 +0800 2022
LogLength:176115
LogContents:
2022-04-23 13:32:32,760 [INFO] [main] |metrics.TaskCounterUpdater|: Using ResourceCalculatorProcessTree : org.apache.tez.util.TezMxBeanResourceCalculator
java.io.tmpdir: /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000002/tmp
user.dir: /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000002
user.name: hive
************************************************************/
2022-04-23 05:32:25,382 [INFO] [main] |counters.Limits|: Counter limits initialized with parameters:  GROUP_NAME_MAX=256, MAX_GROUPS=500, COUNTER_NAME_MAX=64, MAX_COUNTERS=1200
2022-04-23 05:32:25,382 [INFO] [main] |counters.Limits|: Counter limits initialized with parameters:  GROUP_NAME_MAX=256, MAX_GROUPS=500, COUNTER_NAME_MAX=64, MAX_COUNTERS=2000
2022-04-23 05:32:25,383 [INFO] [main] |security.SecurityUtil|: Updating Configuration
2022-04-23 05:32:25,434 [INFO] [TezChild] |task.ContainerReporter|: Attempting to fetch new task for container container_1649687236961_0265_01_000002
2022-04-23 05:32:25,626 [INFO] [TezChild] |task.ContainerReporter|: Got TaskUpdate for containerId= container_1649687236961_0265_01_000002: 0 ms after starting to poll. TaskInfo: shouldDie: false, currentTaskAttemptId: attempt_1649687236961_0265_1_00_000000_0
2022-04-23 05:32:25,630 [INFO] [main] |common.TezUtilsInternal|: Redirecting log file based on addend: attempt_1649687236961_0265_1_00_000000_0
2022-04-23 05:32:27,592 [INFO] [TezChild] |task.ContainerReporter|: Attempting to fetch new task for container container_1649687236961_0265_01_000002
2022-04-23 05:32:28,108 [INFO] [TezChild] |task.ContainerReporter|: Got TaskUpdate for containerId= container_1649687236961_0265_01_000002: 513 ms after starting to poll. TaskInfo: shouldDie: false, currentTaskAttemptId: attempt_1649687236961_0265_1_04_000012_0
2022-04-23 05:32:28,108 [INFO] [main] |common.TezUtilsInternal|: Redirecting log file based on addend: attempt_1649687236961_0265_1_04_000012_0
2022-04-23 05:32:31,594 [INFO] [TezChild] |task.ContainerReporter|: Attempting to fetch new task for container container_1649687236961_0265_01_000002
2022-04-23 05:32:31,757 [INFO] [TezChild] |task.ContainerReporter|: Got TaskUpdate for containerId= container_1649687236961_0265_01_000002: 161 ms after starting to poll. TaskInfo: shouldDie: false, currentTaskAttemptId: attempt_1649687236961_0265_1_05_000002_0
2022-04-23 05:32:31,758 [INFO] [main] |common.TezUtilsInternal|: Redirecting log file based on addend: attempt_1649687236961_0265_1_05_000002_0
2022-04-23 05:32:48,716 [INFO] [TezChild] |task.ContainerReporter|: Attempting to fetch new task for container container_1649687236961_0265_01_000002
End of LogType:syslog.
***********************************************************************


Container: container_1649687236961_0265_01_000002 on dbg14:38935
LogAggregationType: LOCAL
================================================================
LogType:stderr
LogLastModifiedTime:Sat Apr 23 05:32:48 +0000 2022
LogLength:1102
LogContents:
SLF4J: Class path contains multiple SLF4J bindings.
SLF4J: Found binding in [jar:file:/home/hive/hadoop-fs/tmp/nm-local-dir/filecache/11/tez-0.10.1-SNAPSHOT.tar.gz/lib/slf4j-log4j12-1.7.10.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: Found binding in [jar:file:/home/hive/env/hadoop-3.2.1/share/hadoop/common/lib/slf4j-log4j12-1.7.25.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: See http://www.slf4j.org/codes.html#multiple_bindings for an explanation.
SLF4J: Actual binding is of type [org.slf4j.impl.Log4jLoggerFactory]
2022-04-23 05:32:25 Starting to run new task attempt: attempt_1649687236961_0265_1_00_000000_0
2022-04-23 05:32:27 Completed running task attempt: attempt_1649687236961_0265_1_00_000000_0
2022-04-23 05:32:28 Starting to run new task attempt: attempt_1649687236961_0265_1_04_000012_0
2022-04-23 05:32:31 Completed running task attempt: attempt_1649687236961_0265_1_04_000012_0
2022-04-23 05:32:31 Starting to run new task attempt: attempt_1649687236961_0265_1_05_000002_0
2022-04-23 05:32:48 Completed running task attempt: attempt_1649687236961_0265_1_05_000002_0
End of LogType:stderr.
***********************************************************************


Container: container_1649687236961_0265_01_000002 on dbg14:38935
LogAggregationType: LOCAL
================================================================
LogType:launch_container.sh
LogLastModifiedTime:Sat Apr 23 05:32:24 +0000 2022
LogLength:11803
LogContents:
#!/bin/bash

set -o pipefail -e
export PRELAUNCH_OUT="/home/hive/env/hadoop-3.2.1/logs/userlogs/application_1649687236961_0265/container_1649687236961_0265_01_000002/prelaunch.out"
exec >"${PRELAUNCH_OUT}"
export PRELAUNCH_ERR="/home/hive/env/hadoop-3.2.1/logs/userlogs/application_1649687236961_0265/container_1649687236961_0265_01_000002/prelaunch.err"
exec 2>"${PRELAUNCH_ERR}"
echo "Setting up env variables"
export JAVA_HOME=${JAVA_HOME:-"/home/hive/env/jdk1.8.0_131"}
export HADOOP_COMMON_HOME=${HADOOP_COMMON_HOME:-"/home/hive/env/hadoop-3.2.1"}
export HADOOP_HDFS_HOME=${HADOOP_HDFS_HOME:-"/home/hive/env/hadoop-3.2.1"}
export HADOOP_CONF_DIR=${HADOOP_CONF_DIR:-"/home/hive/env/hadoop-3.2.1/etc/hadoop"}
export HADOOP_YARN_HOME=${HADOOP_YARN_HOME:-"/home/hive/env/hadoop-3.2.1"}
export HADOOP_HOME=${HADOOP_HOME:-"/home/hive/env/hadoop-3.2.1"}
export PATH=${PATH:-"/home/hive/env/jdk1.8.0_131/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games"}
export LANG=${LANG:-"en_US.UTF-8"}
export HADOOP_TOKEN_FILE_LOCATION="/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000002/container_tokens"
export CONTAINER_ID="container_1649687236961_0265_01_000002"
export NM_PORT="38935"
export NM_HOST="dbg14"
export NM_HTTP_PORT="28042"
export LOCAL_DIRS="/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265"
export LOCAL_USER_DIRS="/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/"
export LOG_DIRS="/home/hive/env/hadoop-3.2.1/logs/userlogs/application_1649687236961_0265/container_1649687236961_0265_01_000002"
export USER="hive"
export LOGNAME="hive"
export HOME="/home/"
export PWD="/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000002"
export JVM_PID="$$"
export MALLOC_ARENA_MAX="4"
export NM_AUX_SERVICE_mapreduce_shuffle="AABcCgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA="
export SHELL="/bin/bash"
export HADOOP_ROOT_LOGGER="INFO,CLA"
export CLASSPATH="$PWD:$PWD/*:$PWD/tezlib/*:$PWD/tezlib/lib/*:$HADOOP_CONF_DIR:$HADOOP_COMMON_HOME/share/hadoop/common/*:$HADOOP_COMMON_HOME/share/hadoop/common/lib/*:$HADOOP_HDFS_HOME/share/hadoop/hdfs/*:$HADOOP_HDFS_HOME/share/hadoop/hdfs/lib/*:$HADOOP_YARN_HOME/share/hadoop/yarn/*:$HADOOP_YARN_HOME/share/hadoop/yarn/lib/*:"
export LD_LIBRARY_PATH="$PWD:/home/hive/env/hadoop-3.2.1/lib/native:$PWD:$PWD:/home/hive/env/hadoop-3.2.1/lib/native:$PWD:/home/hive/env/hadoop-3.2.1/lib/native/"
export HADOOP_MAPRED_HOME="/home/hive/env/hadoop-3.2.1"
echo "Setting up job resources"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5423/tez-history-parser-0.10.1-SNAPSHOT.jar" "tez-history-parser-0.10.1-SNAPSHOT.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5428/hadoop-mapreduce-client-core-3.2.1.jar" "hadoop-mapreduce-client-core-3.2.1.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/filecache/10/tez-conf.pb" "tez-conf.pb"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5444/slf4j-api-1.7.10.jar" "slf4j-api-1.7.10.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5436/tez-api-0.10.1-SNAPSHOT.jar" "tez-api-0.10.1-SNAPSHOT.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5416/tez-dag-0.10.1-SNAPSHOT.jar" "tez-dag-0.10.1-SNAPSHOT.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5422/tez-runtime-internals-0.10.1-SNAPSHOT.jar" "tez-runtime-internals-0.10.1-SNAPSHOT.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5419/tez-job-analyzer-0.10.1-SNAPSHOT.jar" "tez-job-analyzer-0.10.1-SNAPSHOT.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5446/tez-javadoc-tools-0.10.1-SNAPSHOT.jar" "tez-javadoc-tools-0.10.1-SNAPSHOT.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5434/javax.servlet-api-3.1.0.jar" "javax.servlet-api-3.1.0.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5437/RoaringBitmap-0.5.21.jar" "RoaringBitmap-0.5.21.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5431/commons-io-2.4.jar" "commons-io-2.4.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/filecache/11/tez-0.10.1-SNAPSHOT.tar.gz" "tezlib"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5445/tez-runtime-library-0.10.1-SNAPSHOT.jar.default" "tez-runtime-library-0.10.1-SNAPSHOT.jar.default"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5414/commons-cli-1.2.jar" "commons-cli-1.2.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5421/tez-runtime-library-0.10.1-SNAPSHOT.jar" "tez-runtime-library-0.10.1-SNAPSHOT.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5426/commons-codec-1.11.jar" "commons-codec-1.11.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5438/jersey-client-1.19.jar" "jersey-client-1.19.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5441/tez-examples-0.10.1-SNAPSHOT.jar" "tez-examples-0.10.1-SNAPSHOT.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5427/async-http-client-1.9.40.jar" "async-http-client-1.9.40.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5439/protobuf-java-2.5.0.jar" "protobuf-java-2.5.0.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5448/jettison-1.3.4.jar" "jettison-1.3.4.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5450/tez-yarn-timeline-history-with-acls-0.10.1-SNAPSHOT.jar" "tez-yarn-timeline-history-with-acls-0.10.1-SNAPSHOT.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5413/tez-build-tools-0.10.1-SNAPSHOT.jar" "tez-build-tools-0.10.1-SNAPSHOT.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5440/tez-mapreduce-0.10.1-SNAPSHOT.jar" "tez-mapreduce-0.10.1-SNAPSHOT.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5430/hadoop-hdfs-client-3.2.1.jar" "hadoop-hdfs-client-3.2.1.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5449/tez-protobuf-history-plugin-0.10.1-SNAPSHOT.jar" "tez-protobuf-history-plugin-0.10.1-SNAPSHOT.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5411/commons-math3-3.1.1.jar" "commons-math3-3.1.1.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5447/tez-yarn-timeline-history-with-fs-0.10.1-SNAPSHOT.jar" "tez-yarn-timeline-history-with-fs-0.10.1-SNAPSHOT.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5425/tez-common-0.10.1-SNAPSHOT.jar" "tez-common-0.10.1-SNAPSHOT.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5415/jsr305-3.0.0.jar" "jsr305-3.0.0.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5433/hadoop-mapreduce-client-common-3.2.1.jar" "hadoop-mapreduce-client-common-3.2.1.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/4583/hive-exec-3.1.0-c5d8ee4307bcf38d4575a28c83804c41f07a65fb14e9f6fbc2033fcf8a5d9aee.jar" "hive-exec-3.1.0-c5d8ee4307bcf38d4575a28c83804c41f07a65fb14e9f6fbc2033fcf8a5d9aee.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5417/jersey-json-1.19.jar" "jersey-json-1.19.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5418/tez-runtime-internals-0.10.1-SNAPSHOT.jar.default" "tez-runtime-internals-0.10.1-SNAPSHOT.jar.default"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5429/metrics-core-3.1.0.jar" "metrics-core-3.1.0.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5435/hadoop-yarn-server-timeline-pluginstorage-3.2.1.jar" "hadoop-yarn-server-timeline-pluginstorage-3.2.1.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5424/guava-27.0-jre.jar" "guava-27.0-jre.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5412/hadoop-shim-2.8-0.10.1-SNAPSHOT.jar" "hadoop-shim-2.8-0.10.1-SNAPSHOT.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5410/tez-yarn-timeline-cache-plugin-0.10.1-SNAPSHOT.jar" "tez-yarn-timeline-cache-plugin-0.10.1-SNAPSHOT.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5443/commons-lang-2.6.jar" "commons-lang-2.6.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5432/tez-mapreduce-0.10.1-SNAPSHOT.jar.default" "tez-mapreduce-0.10.1-SNAPSHOT.jar.default"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5420/hadoop-shim-0.10.1-SNAPSHOT.jar" "hadoop-shim-0.10.1-SNAPSHOT.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5452/tez-tests-0.10.1-SNAPSHOT.jar" "tez-tests-0.10.1-SNAPSHOT.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5442/tez-yarn-timeline-history-0.10.1-SNAPSHOT.jar" "tez-yarn-timeline-history-0.10.1-SNAPSHOT.jar"
ln -sf -- "/home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/filecache/5451/commons-collections4-4.1.jar" "commons-collections4-4.1.jar"
echo "Copying debugging information"
# Creating copy of launch script
cp "launch_container.sh" "/home/hive/env/hadoop-3.2.1/logs/userlogs/application_1649687236961_0265/container_1649687236961_0265_01_000002/launch_container.sh"
chmod 640 "/home/hive/env/hadoop-3.2.1/logs/userlogs/application_1649687236961_0265/container_1649687236961_0265_01_000002/launch_container.sh"
# Determining directory contents
echo "ls -l:" 1>"/home/hive/env/hadoop-3.2.1/logs/userlogs/application_1649687236961_0265/container_1649687236961_0265_01_000002/directory.info"
ls -l 1>>"/home/hive/env/hadoop-3.2.1/logs/userlogs/application_1649687236961_0265/container_1649687236961_0265_01_000002/directory.info"
echo "find -L . -maxdepth 5 -ls:" 1>>"/home/hive/env/hadoop-3.2.1/logs/userlogs/application_1649687236961_0265/container_1649687236961_0265_01_000002/directory.info"
find -L . -maxdepth 5 -ls 1>>"/home/hive/env/hadoop-3.2.1/logs/userlogs/application_1649687236961_0265/container_1649687236961_0265_01_000002/directory.info"
echo "broken symlinks(find -L . -maxdepth 5 -type l -ls):" 1>>"/home/hive/env/hadoop-3.2.1/logs/userlogs/application_1649687236961_0265/container_1649687236961_0265_01_000002/directory.info"
find -L . -maxdepth 5 -type l -ls 1>>"/home/hive/env/hadoop-3.2.1/logs/userlogs/application_1649687236961_0265/container_1649687236961_0265_01_000002/directory.info"
echo "Launching container"
exec /bin/bash -c "$JAVA_HOME/bin/java -server -Djava.net.preferIPv4Stack=true -Dhadoop.metrics.log.level=WARN  -server -Xmx327600m -Djava.net.preferIPv4Stack=true -XX:+UseNUMA -XX:+UseParallelGC -Dlog4j.configuratorClass=org.apache.tez.common.TezLog4jConfigurator -Dlog4j.configuration=tez-container-log4j.properties -Dyarn.app.container.log.dir=/home/hive/env/hadoop-3.2.1/logs/userlogs/application_1649687236961_0265/container_1649687236961_0265_01_000002 -Dtez.root.logger=INFO,CLA  -Djava.io.tmpdir=$PWD/tmp org.apache.tez.runtime.task.TezChild dbg11 39415 container_1649687236961_0265_01_000002 application_1649687236961_0265 1 1>/home/hive/env/hadoop-3.2.1/logs/userlogs/application_1649687236961_0265/container_1649687236961_0265_01_000002/stdout 2>/home/hive/env/hadoop-3.2.1/logs/userlogs/application_1649687236961_0265/container_1649687236961_0265_01_000002/stderr "
End of LogType:launch_container.sh.
************************************************************************************


Container: container_1649687236961_0265_01_000002 on dbg14:38935
LogAggregationType: LOCAL
================================================================
LogType:prelaunch.out
LogLastModifiedTime:Sat Apr 23 05:32:24 +0000 2022
LogLength:100
LogContents:
Setting up env variables
Setting up job resources
Copying debugging information
Launching container
End of LogType:prelaunch.out.
******************************************************************************


Container: container_1649687236961_0265_01_000001 on dbg11:36559
LogAggregationType: LOCAL
================================================================
LogType:syslog_dag_1649687236961_0265_1_post
LogLastModifiedTime:Sat Apr 23 05:33:03 +0000 2022
LogLength:12335
LogContents:
2022-04-23 05:32:50,673 [INFO] [Dispatcher thread {Central}] |app.DAGAppMaster|: Central Dispatcher queue size after DAG completion, before cleanup: 0
2022-04-23 05:32:50,673 [INFO] [Dispatcher thread {Central}] |app.DAGAppMaster|: Waiting for next DAG to be submitted.
2022-04-23 05:32:50,675 [INFO] [Dispatcher thread {Central}] |app.DAGAppMaster|: Cleaning up DAG: name=select 
    d_year, s_city, p_bra...p_brand1 (Stage-1), with id=dag_1649687236961_0265_1
2022-04-23 05:32:50,675 [INFO] [Dispatcher thread {Central}] |container.AMContainerMap|: Cleaned up completed containers on dagComplete. Removed=10, Remaining=8
2022-04-23 05:32:50,675 [INFO] [Dispatcher thread {Central}] |app.DAGAppMaster|: Completed cleanup for DAG: name=select 
    d_year, s_city, p_bra...p_brand1 (Stage-1), with id=dag_1649687236961_0265_1
2022-04-23 05:32:50,929 [INFO] [IPC Server handler 1 on default port 37513] |client.DAGClientHandler|: Received message to shutdown AM from hive (auth:SIMPLE) at 10.20.41.108
2022-04-23 05:32:50,930 [INFO] [IPC Server handler 1 on default port 37513] |rm.TaskSchedulerManager|: TaskScheduler notified that it should unregister from RM
2022-04-23 05:32:50,930 [INFO] [IPC Server handler 1 on default port 37513] |app.DAGAppMaster|: No current running DAG, shutting down the AM
2022-04-23 05:32:50,930 [INFO] [IPC Server handler 1 on default port 37513] |app.DAGAppMaster|: DAGAppMasterShutdownHandler invoked
2022-04-23 05:32:50,930 [INFO] [IPC Server handler 1 on default port 37513] |app.DAGAppMaster|: Handling DAGAppMaster shutdown
2022-04-23 05:32:50,931 [INFO] [AMShutdownThread] |app.DAGAppMaster|: Sleeping for 5000 ms before shutting down
2022-04-23 05:32:53,413 [INFO] [DelayedContainerManager] |rm.YarnTaskSchedulerService|: No taskRequests. Container's idle timeout delay expired or is new. Releasing container, containerId=container_1649687236961_0265_01_000004, containerExpiryTime=1650691973377, idleTimeout=5000, taskRequestsCount=0, heldContainers=8, delayedContainers=7, isNew=false
2022-04-23 05:32:53,414 [INFO] [Dispatcher thread {Central}] |HistoryEventHandler.criticalEvents|: [HISTORY][DAG:dag_1649687236961_0265_1][Event:CONTAINER_STOPPED]: containerId=container_1649687236961_0265_01_000004, stoppedTime=1650691973414, exitStatus=0
2022-04-23 05:32:53,415 [INFO] [ContainerLauncher #2] |launcher.TezContainerLauncherImpl|: Stopping container_1649687236961_0265_01_000004
2022-04-23 05:32:53,425 [INFO] [Dispatcher thread {Central}] |container.AMContainerImpl|: Container container_1649687236961_0265_01_000004 exited with diagnostics set to Container failed, exitCode=-100. Container released by application
2022-04-23 05:32:55,722 [INFO] [DelayedContainerManager] |rm.YarnTaskSchedulerService|: No taskRequests. Container's idle timeout delay expired or is new. Releasing container, containerId=container_1649687236961_0265_01_000002, containerExpiryTime=1650691975613, idleTimeout=5000, taskRequestsCount=0, heldContainers=7, delayedContainers=6, isNew=false
2022-04-23 05:32:55,722 [INFO] [Dispatcher thread {Central}] |HistoryEventHandler.criticalEvents|: [HISTORY][DAG:dag_1649687236961_0265_1][Event:CONTAINER_STOPPED]: containerId=container_1649687236961_0265_01_000002, stoppedTime=1650691975722, exitStatus=0
2022-04-23 05:32:55,723 [INFO] [ContainerLauncher #7] |launcher.TezContainerLauncherImpl|: Stopping container_1649687236961_0265_01_000002
2022-04-23 05:32:55,931 [INFO] [AMShutdownThread] |app.DAGAppMaster|: Calling stop for all the services
2022-04-23 05:32:55,932 [INFO] [AMShutdownThread] |rm.YarnTaskSchedulerService|: Initiating stop of YarnTaskScheduler
2022-04-23 05:32:55,932 [INFO] [AMShutdownThread] |rm.YarnTaskSchedulerService|: Releasing held containers
2022-04-23 05:32:55,933 [INFO] [AMShutdownThread] |rm.YarnTaskSchedulerService|: Removing all pending taskRequests
2022-04-23 05:32:55,933 [INFO] [Dispatcher thread {Central}] |HistoryEventHandler.criticalEvents|: [HISTORY][DAG:dag_1649687236961_0265_1][Event:CONTAINER_STOPPED]: containerId=container_1649687236961_0265_01_000019, stoppedTime=1650691975933, exitStatus=0
2022-04-23 05:32:55,933 [INFO] [Dispatcher thread {Central}] |HistoryEventHandler.criticalEvents|: [HISTORY][DAG:dag_1649687236961_0265_1][Event:CONTAINER_STOPPED]: containerId=container_1649687236961_0265_01_000016, stoppedTime=1650691975933, exitStatus=0
2022-04-23 05:32:55,933 [INFO] [Dispatcher thread {Central}] |HistoryEventHandler.criticalEvents|: [HISTORY][DAG:dag_1649687236961_0265_1][Event:CONTAINER_STOPPED]: containerId=container_1649687236961_0265_01_000017, stoppedTime=1650691975933, exitStatus=0
2022-04-23 05:32:55,933 [INFO] [Dispatcher thread {Central}] |HistoryEventHandler.criticalEvents|: [HISTORY][DAG:dag_1649687236961_0265_1][Event:CONTAINER_STOPPED]: containerId=container_1649687236961_0265_01_000015, stoppedTime=1650691975933, exitStatus=0
2022-04-23 05:32:55,933 [INFO] [Dispatcher thread {Central}] |HistoryEventHandler.criticalEvents|: [HISTORY][DAG:dag_1649687236961_0265_1][Event:CONTAINER_STOPPED]: containerId=container_1649687236961_0265_01_000006, stoppedTime=1650691975933, exitStatus=0
2022-04-23 05:32:55,933 [INFO] [Dispatcher thread {Central}] |HistoryEventHandler.criticalEvents|: [HISTORY][DAG:dag_1649687236961_0265_1][Event:CONTAINER_STOPPED]: containerId=container_1649687236961_0265_01_000005, stoppedTime=1650691975933, exitStatus=0
2022-04-23 05:32:55,934 [INFO] [ContainerLauncher #1] |launcher.TezContainerLauncherImpl|: Stopping container_1649687236961_0265_01_000019
2022-04-23 05:32:55,934 [INFO] [ContainerLauncher #9] |launcher.TezContainerLauncherImpl|: Stopping container_1649687236961_0265_01_000016
2022-04-23 05:32:55,935 [INFO] [ContainerLauncher #4] |launcher.TezContainerLauncherImpl|: Stopping container_1649687236961_0265_01_000006
2022-04-23 05:32:55,935 [INFO] [ContainerLauncher #8] |launcher.TezContainerLauncherImpl|: Stopping container_1649687236961_0265_01_000015
2022-04-23 05:32:55,935 [INFO] [ContainerLauncher #3] |launcher.TezContainerLauncherImpl|: Stopping container_1649687236961_0265_01_000005
2022-04-23 05:32:55,935 [INFO] [ContainerLauncher #0] |launcher.TezContainerLauncherImpl|: Stopping container_1649687236961_0265_01_000017
2022-04-23 05:32:55,936 [INFO] [AMShutdownThread] |history.HistoryEventHandler|: Stopping HistoryEventHandler
2022-04-23 05:32:55,936 [INFO] [IPC Server handler 5 on default port 39415] |app.TezTaskCommunicatorImpl|: Container with id: container_1649687236961_0265_01_000016 is valid, but no longer registered, and will be killed
2022-04-23 05:32:55,936 [INFO] [AMShutdownThread] |recovery.RecoveryService|: Stopping RecoveryService
2022-04-23 05:32:55,936 [INFO] [AMShutdownThread] |recovery.RecoveryService|: Handle the remaining events in queue, queue size=0
2022-04-23 05:32:55,936 [INFO] [RecoveryEventHandlingThread] |recovery.RecoveryService|: EventQueue take interrupted. Returning
2022-04-23 05:32:55,936 [INFO] [AMShutdownThread] |recovery.RecoveryService|: Closing Summary Stream
2022-04-23 05:32:55,955 [WARN] [AMShutdownThread] |recovery.RecoveryService|: Ignoring error while closing summary stream. The recovery directory at hdfs://dbg11:9000/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52/.tez/application_1649687236961_0265/recovery/1 has already been deleted externally
2022-04-23 05:32:55,955 [INFO] [AMShutdownThread] |ats.ATSHistoryLoggingService|: Stopping ATSService, eventQueueBacklog=2
2022-04-23 05:32:55,955 [WARN] [AMShutdownThread] |ats.ATSHistoryLoggingService|: ATSService being stopped, eventQueueBacklog=2, maxTimeLeftToFlush=-1, waitForever=true
2022-04-23 05:32:55,983 [INFO] [AMShutdownThread] |impl.TimelineConnector|: Exception caught by TimelineClientConnectionRetry, will try 30 more time(s).
Message: java.net.ConnectException: Call From null to dbg11:8188 failed on connection exception: java.net.ConnectException: Connection refused (Connection refused); For more details see:  http://wiki.apache.org/hadoop/ConnectionRefused
2022-04-23 05:32:56,018 [INFO] [DelayedContainerManager] |rm.YarnTaskSchedulerService|: Skipping delayed container as container is no longer running, containerId=container_1649687236961_0265_01_000006
2022-04-23 05:32:56,041 [INFO] [DelayedContainerManager] |rm.YarnTaskSchedulerService|: Skipping delayed container as container is no longer running, containerId=container_1649687236961_0265_01_000005
